student_id,score_percentage,hard_question_accuracy,hint_usage_percentage,avg_confidence,answer_changes_rate,tab_switches_rate,avg_time_per_question,review_percentage,avg_first_action_latency,clicks_per_question,performance_trend,mastery_level,mastery_level_name
STU0995,61.17,35.68,54.28,2.98,0.0,0.25,1.0,0.0,0.5,1.0,0.16,2,proficient
STU0996,89.67,70.59,61.89,2.93,0.44,0.25,94.21,36.77,60.0,2.79,-0.03,2,proficient
STU0997,0.0,0.0,25.35,2.95,0.0,0.0,1.0,0.0,0.5,1.0,0.01,0,at_risk
STU0998,23.43,23.95,34.66,3.18,0.07,0.74,37.26,0.0,25.65,1.89,-0.25,0,at_risk
STU0999,86.09,82.82,0.0,3.53,0.02,0.59,85.69,2.94,60.0,1.0,-0.1,3,advanced
STU1000,77.67,67.06,57.14,2.96,0.03,0.0,51.61,10.56,44.12,2.12,-0.08,2,proficient
STU1001,18.93,16.74,52.75,3.29,0.28,0.03,1.0,3.98,0.5,2.13,0.03,0,at_risk
STU1002,50.0,38.96,6.38,3.58,0.12,0.12,1.0,0.0,0.5,1.09,-0.47,1,developing
STU1003,76.43,81.51,34.5,3.93,0.16,0.0,38.74,10.81,22.31,2.11,-0.42,3,advanced
STU1004,83.17,60.53,9.74,3.27,0.16,0.39,14.01,0.0,0.5,1.36,0.2,3,advanced
STU1005,53.7,57.92,68.57,2.84,0.06,1.05,99.7,0.0,60.0,2.1,0.09,2,proficient
STU1006,31.76,9.95,7.85,2.86,0.2,0.0,1.0,0.0,5.19,1.13,-0.13,0,at_risk
STU1007,45.0,43.01,68.67,3.23,0.0,0.0,1.0,5.03,0.5,2.05,-0.1,2,proficient
STU1008,22.49,0.0,71.96,3.34,0.4,0.26,1.0,49.52,0.5,3.32,0.08,0,at_risk
STU1009,0.0,0.0,19.95,2.94,0.06,0.0,1.0,21.82,0.5,1.69,0.0,0,at_risk
STU1010,47.94,44.67,0.0,2.77,0.1,0.45,1.0,12.09,0.5,1.31,-0.45,1,developing
STU1011,28.6,34.57,21.73,2.9,0.05,0.29,39.57,7.33,38.94,1.75,-0.04,1,developing
STU1012,55.44,56.54,36.52,3.6,0.26,0.0,1.0,0.0,0.5,1.32,0.02,1,developing
STU1013,64.57,73.39,32.85,2.62,0.0,0.0,16.9,0.0,2.38,1.7,-0.38,2,proficient
STU1014,93.7,100.0,59.67,2.97,0.14,0.07,87.21,6.51,60.0,1.85,-0.68,2,proficient
STU1015,23.07,31.32,7.45,2.99,0.17,0.81,77.02,0.0,53.23,2.23,0.43,1,developing
STU1016,59.41,30.85,62.6,3.08,0.09,0.47,50.3,0.0,28.46,2.18,0.14,2,proficient
STU1017,61.59,66.9,17.27,3.28,0.0,0.0,63.06,0.0,58.5,1.0,0.01,2,proficient
STU1018,70.07,73.69,0.0,3.24,0.03,0.23,11.21,0.0,21.62,1.0,0.17,2,proficient
STU1019,68.16,58.44,58.69,2.55,0.0,0.18,105.13,6.94,60.0,1.7,0.01,2,proficient
STU1020,100.0,100.0,33.93,3.65,0.2,0.79,95.68,30.18,60.0,2.66,-0.15,3,advanced
STU1021,26.49,13.47,22.25,2.34,0.18,0.0,139.28,41.05,60.0,1.72,-0.06,1,developing
STU1022,36.38,30.42,20.8,3.06,0.11,0.0,20.01,9.84,16.77,1.36,0.17,1,developing
STU1023,43.35,37.9,63.94,3.02,0.13,0.14,76.93,10.6,60.0,2.14,-0.27,2,proficient
STU1024,73.95,60.17,52.47,2.04,0.05,0.1,12.23,0.0,0.5,1.69,-0.37,2,proficient
STU1025,63.19,75.16,34.8,3.53,0.28,0.89,109.63,9.33,60.0,2.52,0.08,2,proficient
STU1026,76.8,96.75,28.08,3.43,0.0,1.2,25.89,0.0,8.43,1.52,-0.34,3,advanced
STU1027,38.32,8.39,7.81,3.97,0.25,0.42,62.58,50.48,37.46,1.93,-0.27,1,developing
STU1028,39.91,26.36,14.4,3.22,0.1,0.0,1.0,0.0,0.5,1.0,-0.32,0,at_risk
STU1029,39.29,12.97,26.35,2.65,0.0,0.0,22.1,0.0,27.83,1.0,-0.1,0,at_risk
STU1030,30.21,27.16,43.1,3.09,0.34,0.37,56.65,24.21,42.8,2.18,-0.21,1,developing
STU1031,64.18,60.39,45.0,3.64,0.0,0.0,32.66,0.0,47.72,1.33,-0.1,2,proficient
STU1032,38.56,22.25,28.55,3.14,0.02,0.0,79.22,34.33,60.0,1.44,-0.01,1,developing
STU1033,99.86,100.0,55.59,3.91,0.14,0.82,10.31,11.86,0.5,2.28,-0.25,2,proficient
STU1034,56.71,44.22,49.44,2.94,0.36,0.0,84.42,5.28,54.38,2.28,-0.06,2,proficient
STU1035,20.96,0.0,27.77,3.44,0.21,0.0,29.21,16.1,9.94,1.42,-0.1,0,at_risk
STU1036,49.07,53.17,47.39,3.36,0.06,0.0,35.22,16.15,5.05,1.8,-0.22,2,proficient
STU1037,57.33,35.96,31.56,3.08,0.07,0.0,4.1,0.0,1.43,1.4,-0.21,2,proficient
STU1038,98.87,84.82,84.07,2.98,0.0,0.46,66.61,0.88,36.68,2.13,-0.12,2,proficient
STU1039,44.87,48.85,29.93,3.38,0.06,0.08,1.0,0.0,0.5,1.5,-0.07,1,developing
STU1040,70.52,57.32,43.72,2.27,0.04,0.0,1.0,0.0,0.5,1.53,-0.04,2,proficient
STU1041,53.25,33.28,15.74,3.36,0.0,0.28,12.01,15.21,13.36,1.0,-0.3,1,developing
STU1042,28.49,0.0,0.08,4.15,0.24,0.69,42.52,4.7,33.11,1.68,0.05,0,at_risk
STU1043,36.73,4.59,100.0,2.87,0.07,0.02,11.57,20.57,0.5,3.05,-0.16,1,developing
STU1044,49.04,32.92,71.11,3.57,0.15,0.0,1.0,9.99,0.5,2.17,-0.05,2,proficient
STU1045,36.27,26.99,0.0,2.74,0.0,0.49,1.0,1.19,10.92,1.0,0.09,0,at_risk
STU1046,52.12,35.82,11.24,3.08,0.02,0.33,51.03,16.54,52.75,1.92,-0.05,1,developing
STU1047,86.39,71.84,71.59,3.68,0.29,0.48,7.38,0.0,0.5,2.89,0.04,2,proficient
STU1048,77.08,80.95,23.06,3.83,0.0,0.0,1.0,0.0,0.5,1.0,-0.01,3,advanced
STU1049,71.48,47.79,0.78,3.45,0.0,0.0,74.51,26.13,60.0,1.22,0.04,2,proficient
STU1050,94.4,75.35,72.07,3.38,0.26,0.53,102.52,21.81,60.0,3.33,-0.13,2,proficient
STU1051,90.94,80.38,71.4,3.73,0.2,0.64,56.91,0.0,33.86,1.87,0.02,2,proficient
STU1052,19.97,0.0,72.7,3.4,0.13,0.0,1.0,26.77,0.5,2.86,0.03,0,at_risk
STU1053,41.39,32.78,9.45,3.28,0.01,0.27,75.2,0.0,60.0,1.22,-0.25,1,developing
STU1054,67.58,67.06,61.69,2.9,0.0,0.15,1.0,11.88,0.5,2.78,0.37,2,proficient
STU1055,54.2,58.53,0.0,4.32,0.04,0.21,1.0,5.18,0.5,1.04,-0.23,2,proficient
STU1056,21.91,0.68,31.84,2.47,0.0,0.14,138.96,21.31,60.0,1.5,-0.15,1,developing
STU1057,43.48,48.41,30.4,3.5,0.06,0.69,12.73,0.0,17.38,1.0,-0.37,1,developing
STU1058,35.26,64.91,69.42,3.64,0.07,1.17,27.39,32.34,0.5,2.94,-0.15,2,proficient
STU1059,47.62,48.0,36.58,3.1,0.33,0.0,39.76,25.66,38.35,1.99,0.0,1,developing
STU1060,83.03,96.82,21.66,3.4,0.36,0.0,3.98,34.25,1.66,2.36,-0.15,3,advanced
STU1061,27.71,9.74,70.68,2.71,0.11,0.0,55.78,5.36,37.21,1.57,-0.45,1,developing
STU1062,54.05,24.68,94.78,2.17,0.0,0.05,29.41,0.0,0.5,1.81,-0.06,2,proficient
STU1063,100.0,100.0,75.36,3.54,0.3,0.0,31.07,32.99,3.42,3.45,0.52,2,proficient
STU1064,39.93,23.26,0.0,2.88,0.0,0.16,1.0,7.92,0.5,1.0,0.18,0,at_risk
STU1065,69.04,71.5,7.93,3.52,0.27,0.38,117.45,14.78,60.0,1.8,-0.01,2,proficient
STU1066,4.32,1.25,0.0,2.64,0.32,0.0,1.0,7.6,0.5,1.82,-0.24,0,at_risk
STU1067,69.5,81.28,13.5,3.47,0.0,1.23,78.41,0.81,59.05,1.5,-0.27,3,advanced
STU1068,100.0,83.56,49.31,3.36,0.1,0.4,52.64,21.57,37.17,2.36,-0.7,3,advanced
STU1069,62.71,28.21,55.38,3.79,0.0,0.0,1.0,28.3,0.5,2.7,0.21,2,proficient
STU1070,61.01,53.02,54.25,2.4,0.08,0.21,76.29,6.96,50.52,2.01,-0.32,2,proficient
STU1071,0.0,0.0,31.74,3.11,0.29,0.0,1.0,13.59,0.5,1.68,-0.09,0,at_risk
STU1072,35.71,0.0,18.81,2.62,0.11,0.0,78.1,40.66,60.0,1.25,0.22,1,developing
STU1073,100.0,91.57,77.29,3.04,0.0,0.08,127.31,0.0,60.0,1.55,-0.17,2,proficient
STU1074,40.69,32.86,9.98,2.53,0.09,0.52,74.56,0.0,57.95,1.19,0.2,1,developing
STU1075,72.95,74.69,56.7,3.37,0.13,0.62,11.8,0.0,0.5,2.29,-0.27,2,proficient
STU1076,78.17,94.9,28.66,2.91,0.09,0.26,16.95,10.05,0.5,1.43,-0.13,3,advanced
STU1077,53.17,49.45,82.36,3.11,0.2,0.0,56.99,6.58,33.75,2.47,0.26,2,proficient
STU1078,15.03,0.0,22.6,3.21,0.13,0.28,32.44,6.05,7.74,1.54,0.21,0,at_risk
STU1079,42.22,33.7,38.96,2.66,0.17,0.77,27.96,0.0,12.55,1.18,-0.08,1,developing
STU1080,67.22,83.93,20.84,3.4,0.0,0.22,1.0,0.0,0.5,1.38,-0.25,2,proficient
STU1081,56.3,42.16,21.27,3.22,0.1,0.48,27.29,2.03,16.64,1.35,-0.2,1,developing
STU1082,100.0,90.68,36.76,3.24,0.06,0.35,72.96,0.0,60.0,1.45,-0.33,3,advanced
STU1083,0.0,0.0,11.47,4.01,0.22,0.0,1.0,11.29,0.5,1.0,-0.09,0,at_risk
STU1084,32.57,6.7,36.04,3.39,0.24,0.27,1.0,29.08,0.5,2.28,-0.15,0,at_risk
STU1085,39.11,31.31,96.71,3.11,0.02,0.0,1.0,49.8,0.5,3.36,0.01,2,proficient
STU1086,61.56,64.7,11.64,2.94,0.33,0.76,73.8,30.49,60.0,2.76,-0.07,2,proficient
STU1087,70.93,39.54,13.74,2.75,0.27,0.0,24.52,0.0,21.68,1.0,0.28,2,proficient
STU1088,65.57,43.71,65.4,3.16,0.12,0.0,1.0,0.0,0.5,1.93,0.42,2,proficient
STU1089,65.23,14.55,48.29,2.56,0.0,0.0,17.95,0.0,12.6,1.0,0.05,2,proficient
STU1090,100.0,90.34,39.25,2.35,0.01,0.69,114.06,5.83,60.0,2.47,0.4,2,proficient
STU1091,38.35,7.11,19.09,2.71,0.14,0.0,24.92,24.29,19.56,1.28,0.2,0,at_risk
STU1092,0.0,0.0,17.54,2.95,0.11,0.09,3.56,6.25,0.5,1.22,0.06,0,at_risk
STU1093,34.68,38.78,22.99,2.86,0.17,0.0,48.88,14.61,36.01,1.85,0.03,1,developing
STU1094,88.11,93.81,47.43,2.79,0.46,0.1,89.47,25.89,59.06,2.67,-0.05,2,proficient
STU1095,92.5,72.35,32.1,2.32,0.32,0.07,77.25,10.71,60.0,2.19,0.38,3,advanced
STU1096,61.28,62.31,38.17,3.61,0.04,0.67,74.93,29.28,50.68,2.22,-0.04,2,proficient
STU1097,13.22,28.93,15.12,3.13,0.0,0.0,1.0,5.46,0.5,1.16,-0.06,0,at_risk
STU1098,43.84,42.52,68.53,3.35,0.24,0.35,1.0,0.0,0.5,2.33,0.13,2,proficient
STU1099,100.0,100.0,73.7,3.33,0.0,0.48,15.38,30.22,0.5,2.82,0.32,2,proficient
STU1100,0.0,0.0,0.0,2.99,0.01,0.12,13.23,30.52,12.88,1.27,-0.16,0,at_risk
STU1101,5.39,0.0,17.88,3.45,0.18,0.0,1.0,48.8,0.5,1.85,0.07,0,at_risk
STU1102,76.44,60.32,50.07,3.08,0.21,0.41,63.73,0.0,39.08,2.38,-0.01,2,proficient
STU1103,62.27,48.52,58.11,2.89,0.07,0.51,90.28,3.39,60.0,2.06,-0.32,2,proficient
STU1104,64.76,49.82,45.4,3.16,0.11,0.0,75.25,0.0,54.18,1.73,0.36,2,proficient
STU1105,43.38,45.21,55.87,3.42,0.06,0.0,1.0,0.0,0.5,1.47,0.13,2,proficient
STU1106,25.68,18.44,43.57,2.73,0.1,0.0,49.81,16.7,37.3,2.33,0.12,0,at_risk
STU1107,33.38,23.15,23.08,3.12,0.48,0.37,1.0,8.97,0.5,2.12,-0.47,0,at_risk
STU1108,28.01,0.0,40.09,3.04,0.15,0.0,1.0,20.32,0.5,1.97,-0.1,0,at_risk
STU1109,11.53,0.0,36.61,3.43,0.16,0.21,34.68,26.6,16.4,2.16,-0.24,0,at_risk
STU1110,54.34,50.43,76.95,2.52,0.15,0.8,74.43,33.0,48.32,3.29,-0.27,2,proficient
STU1111,12.78,3.87,0.0,3.63,0.28,0.0,1.0,8.14,0.5,1.0,-0.03,0,at_risk
STU1112,48.71,54.24,37.98,2.86,0.28,0.0,22.42,29.98,4.0,2.38,0.09,1,developing
STU1113,28.34,18.34,19.65,2.83,0.43,0.0,62.83,14.34,45.22,1.98,0.08,1,developing
STU1114,81.09,95.99,100.0,3.23,0.02,0.61,26.06,26.58,0.5,4.09,0.34,2,proficient
STU1115,3.95,0.0,44.89,3.43,0.0,0.06,1.0,3.42,0.5,1.35,-0.4,0,at_risk
STU1116,58.16,39.84,50.44,2.76,0.0,0.0,40.46,0.0,22.76,1.55,0.23,2,proficient
STU1117,47.44,42.59,34.96,2.61,0.39,0.13,61.76,33.25,44.04,2.6,0.01,1,developing
STU1118,11.84,0.0,3.85,2.83,0.0,0.26,86.21,24.13,60.0,1.0,-0.38,0,at_risk
STU1119,30.77,31.77,28.89,3.03,0.28,0.35,1.0,2.29,0.5,2.14,0.08,1,developing
STU1120,100.0,100.0,48.31,3.0,0.0,0.42,91.51,30.36,60.0,2.48,-0.14,2,proficient
STU1121,72.27,75.85,0.0,3.15,0.21,0.52,1.0,0.0,0.5,1.0,-0.39,2,proficient
STU1122,58.07,56.83,47.9,2.13,0.0,0.05,72.15,9.79,60.0,1.42,-0.23,2,proficient
STU1123,32.25,35.16,0.0,3.49,0.13,0.13,1.0,0.0,0.5,1.0,-0.71,0,at_risk
STU1124,47.98,53.22,41.41,2.9,0.09,0.03,33.84,35.78,25.95,2.31,-0.19,1,developing
STU1125,76.04,41.0,32.2,3.5,0.24,0.51,51.83,10.61,40.41,1.7,-0.24,2,proficient
STU1126,55.66,49.31,0.0,3.45,0.21,0.25,130.06,0.0,60.0,1.0,-0.24,2,proficient
STU1127,44.09,13.5,16.07,3.1,0.28,0.93,90.74,7.24,60.0,1.81,0.33,1,developing
STU1128,48.93,19.54,18.13,3.48,0.22,0.05,52.08,0.0,47.97,1.33,-0.23,1,developing
STU1129,29.06,0.0,76.43,2.67,0.13,0.16,90.94,18.35,60.0,2.5,0.32,1,developing
STU1130,48.79,25.13,0.0,2.69,0.19,0.02,11.27,0.0,15.42,1.0,-0.2,1,developing
STU1131,93.79,100.0,0.0,3.54,0.0,0.41,57.83,0.0,58.76,1.0,-0.11,3,advanced
STU1132,34.67,16.08,0.0,2.79,0.37,0.0,1.0,17.43,0.5,1.3,0.24,0,at_risk
STU1133,70.09,52.87,22.11,3.03,0.22,0.19,1.0,5.76,0.5,2.41,-0.17,2,proficient
STU1134,49.03,44.02,19.03,3.03,0.15,0.78,66.25,39.71,42.69,2.33,-0.07,2,proficient
STU1135,64.23,76.34,20.43,3.04,0.16,0.0,20.94,1.51,9.05,1.81,-0.31,2,proficient
STU1136,49.8,45.33,66.69,3.07,0.25,0.52,33.23,0.0,0.8,2.47,-0.13,2,proficient
STU1137,81.05,83.4,27.09,2.78,0.15,0.06,14.69,0.0,6.5,1.73,-0.05,3,advanced
STU1138,40.7,8.3,47.62,2.74,0.11,0.0,65.66,10.53,51.32,1.95,0.48,1,developing
STU1139,80.14,69.66,35.13,3.04,0.0,0.08,11.11,10.51,0.5,2.04,0.18,2,proficient
STU1140,54.43,45.44,13.22,3.3,0.26,0.02,1.0,20.64,0.5,1.47,-0.25,1,developing
STU1141,28.38,8.36,16.98,2.96,0.0,0.0,8.72,6.85,5.17,1.48,0.07,0,at_risk
STU1142,6.71,5.98,35.25,2.76,0.0,0.0,9.36,0.0,0.5,1.0,-0.18,0,at_risk
STU1143,41.47,31.24,0.0,2.98,0.15,0.02,1.0,0.0,0.5,1.13,-0.01,0,at_risk
STU1144,4.7,7.59,0.0,3.69,0.09,0.0,1.0,8.85,0.5,1.0,0.25,0,at_risk
STU1145,33.12,25.13,65.92,3.12,0.0,0.18,1.0,28.62,0.5,3.12,0.44,0,at_risk
STU1146,30.23,21.65,46.13,3.36,0.18,0.57,9.67,9.24,0.5,2.42,0.07,0,at_risk
STU1147,62.45,65.64,0.0,3.43,0.11,0.94,1.0,29.44,0.5,1.52,0.23,1,developing
STU1148,70.44,67.52,38.41,3.0,0.08,0.06,36.36,0.0,31.29,1.08,-0.17,2,proficient
STU1149,60.34,29.26,91.35,3.04,0.1,0.0,31.93,37.9,13.57,3.07,0.24,2,proficient
STU1150,43.21,11.96,26.05,3.02,0.26,0.21,98.2,40.6,60.0,1.71,0.21,1,developing
STU1151,94.09,63.9,85.98,3.4,0.16,0.95,108.02,30.21,60.0,3.28,-0.03,2,proficient
STU1152,52.2,29.33,22.27,3.01,0.0,0.13,19.08,13.15,0.5,1.5,-0.03,1,developing
STU1153,44.63,33.02,0.0,3.35,0.19,0.36,69.72,14.03,60.0,1.22,-0.01,1,developing
STU1154,7.11,0.0,68.52,1.84,0.02,0.27,24.95,8.14,7.9,1.91,-0.06,0,at_risk
STU1155,33.59,41.72,62.62,2.96,0.0,0.0,9.41,12.03,0.5,1.7,0.04,0,at_risk
STU1156,81.64,62.95,0.0,4.73,0.29,0.3,55.93,8.62,55.34,1.62,-0.03,2,proficient
STU1157,50.46,19.22,89.59,2.64,0.0,0.0,1.0,4.57,0.5,2.37,0.27,2,proficient
STU1158,44.77,36.58,39.04,2.35,0.14,0.0,122.21,5.66,60.0,1.38,-0.29,2,proficient
STU1159,100.0,100.0,0.0,4.14,0.31,0.65,61.96,5.61,60.0,1.37,-0.11,3,advanced
STU1160,41.15,10.17,94.96,2.49,0.13,0.0,10.57,21.32,0.5,2.77,0.06,1,developing
STU1161,88.19,99.97,14.86,3.36,0.12,0.74,45.95,7.89,32.17,1.78,0.18,3,advanced
STU1162,72.96,74.66,51.88,3.13,0.15,0.0,90.03,0.0,60.0,1.69,-0.36,2,proficient
STU1163,65.67,46.15,23.3,3.62,0.15,0.0,1.0,21.12,0.5,2.18,0.45,2,proficient
STU1164,43.69,73.23,19.51,2.71,0.0,0.0,92.53,29.46,60.0,1.46,-0.18,2,proficient
STU1165,25.38,0.0,23.08,2.92,0.03,0.0,82.92,6.47,60.0,1.49,0.05,1,developing
STU1166,35.63,28.19,41.02,2.58,0.26,0.7,1.2,20.62,0.5,2.14,0.03,1,developing
STU1167,58.66,27.07,48.48,2.68,0.23,0.0,32.44,38.65,19.23,2.08,-0.27,2,proficient
STU1168,36.08,33.23,34.63,2.71,0.0,0.15,19.71,41.68,8.04,2.46,-0.33,1,developing
STU1169,7.23,0.0,57.77,3.67,0.02,0.0,1.0,0.0,0.5,1.41,0.03,0,at_risk
STU1170,12.36,28.76,0.55,3.25,0.0,0.0,16.61,5.05,19.49,1.0,-0.47,0,at_risk
STU1171,59.67,52.4,36.82,3.2,0.0,0.0,1.0,9.52,0.5,1.68,0.07,2,proficient
STU1172,0.0,0.0,24.46,2.96,0.05,0.0,1.22,14.73,0.5,1.77,-0.15,0,at_risk
STU1173,14.41,0.0,13.51,3.45,0.1,0.0,1.0,21.77,0.5,1.53,0.31,0,at_risk
STU1174,68.9,34.79,0.0,3.27,0.0,0.33,43.73,1.55,39.78,1.25,0.6,2,proficient
STU1175,45.58,42.04,29.19,3.01,0.0,0.0,1.0,6.73,0.5,1.0,-0.05,1,developing
STU1176,52.69,64.41,35.35,2.51,0.0,0.0,9.61,8.92,3.35,1.55,-0.43,1,developing
STU1177,82.42,84.37,0.0,3.94,0.12,0.58,1.0,22.73,0.5,1.63,0.09,3,advanced
STU1178,24.97,46.6,23.34,3.32,0.0,0.87,1.0,19.15,0.5,1.57,0.02,0,at_risk
STU1179,84.26,55.58,71.47,3.67,0.0,0.83,1.0,0.0,0.5,1.95,0.09,2,proficient
STU1180,60.97,49.06,55.51,3.05,0.13,0.67,71.1,28.9,38.97,2.74,-0.23,2,proficient
STU1181,15.87,5.94,0.0,3.39,0.22,0.0,1.0,0.0,0.5,1.0,-0.13,0,at_risk
STU1182,36.36,47.43,0.0,3.74,0.0,0.14,1.0,24.84,0.5,1.0,-0.09,0,at_risk
STU1183,6.11,0.0,18.08,2.6,0.0,0.0,42.06,0.67,48.58,1.0,-0.48,0,at_risk
STU1184,100.0,91.51,5.33,2.7,0.23,0.41,59.01,2.4,58.28,1.36,0.45,3,advanced
STU1185,57.79,65.1,49.9,3.12,0.0,0.39,52.62,0.0,37.58,2.14,0.43,2,proficient
STU1186,79.13,98.66,10.07,3.59,0.31,0.24,10.75,38.78,0.5,1.89,0.24,3,advanced
STU1187,89.27,86.76,33.88,3.11,0.13,1.04,63.2,48.75,33.81,2.69,-0.16,2,proficient
STU1188,21.69,10.48,35.17,3.24,0.44,0.32,60.73,27.12,55.57,3.08,0.13,0,at_risk
STU1189,24.43,7.12,33.14,3.22,0.21,0.21,13.92,4.16,6.48,2.31,0.24,0,at_risk
STU1190,69.66,76.42,18.36,3.02,0.0,0.27,21.26,20.99,9.48,1.39,0.31,2,proficient
STU1191,40.46,33.88,39.05,2.6,0.26,0.44,99.91,7.28,60.0,2.02,-0.05,2,proficient
STU1192,10.74,3.64,0.0,3.22,0.0,0.0,38.11,0.0,45.36,1.0,-0.1,0,at_risk
STU1193,79.66,67.98,100.0,2.87,0.38,0.43,1.0,28.85,0.5,3.35,-0.1,2,proficient
STU1194,53.1,49.48,0.0,3.73,0.01,0.0,59.64,0.0,60.0,1.0,-0.22,1,developing
STU1195,49.3,47.75,14.71,2.8,0.16,0.19,34.41,28.43,24.69,1.82,-0.26,1,developing
STU1196,66.59,62.91,56.88,2.92,0.02,0.56,51.65,0.0,42.51,1.31,0.05,2,proficient
STU1197,16.35,36.52,0.0,3.59,0.07,0.0,9.07,14.2,9.07,1.0,-0.09,0,at_risk
STU1198,3.26,0.0,100.0,2.4,0.27,0.0,31.67,37.69,10.04,3.13,0.52,0,at_risk
STU1199,36.37,31.05,31.95,2.6,0.02,0.15,11.0,50.52,0.5,2.56,0.16,1,developing
STU1200,53.42,31.12,9.78,2.97,0.0,0.0,1.0,16.64,0.5,1.17,0.07,1,developing
STU1201,58.77,72.21,7.7,3.26,0.2,0.0,159.72,12.36,60.0,1.85,0.06,2,proficient
STU1202,54.96,47.95,0.0,3.0,0.15,0.4,88.82,6.45,60.0,1.47,0.19,2,proficient
STU1203,80.43,68.8,65.64,4.68,0.2,0.0,1.0,20.65,0.5,2.73,0.22,2,proficient
STU1204,99.3,100.0,59.44,2.37,0.2,0.86,77.65,0.0,48.84,1.75,-0.6,2,proficient
STU1205,53.74,32.47,100.0,2.95,0.32,0.0,2.42,21.61,0.5,3.06,0.09,2,proficient
STU1206,46.9,66.45,32.6,3.32,0.18,0.56,18.0,4.96,5.65,2.29,0.19,1,developing
STU1207,46.71,49.55,19.57,3.16,0.01,0.12,82.48,8.09,60.0,1.0,-0.28,1,developing
STU1208,46.68,24.96,31.16,2.94,0.1,0.15,1.0,0.54,0.5,1.89,0.05,1,developing
STU1209,34.22,31.45,73.36,3.39,0.21,0.43,75.46,40.44,51.24,3.29,-0.25,1,developing
STU1210,9.33,2.95,21.45,2.75,0.2,0.0,1.0,1.29,0.5,1.8,-0.34,0,at_risk
STU1211,36.4,41.44,41.33,2.59,0.17,0.31,129.39,24.75,60.0,1.92,-0.35,2,proficient
STU1212,29.37,41.56,20.11,3.31,0.33,0.0,60.84,15.48,57.46,1.47,-0.32,1,developing
STU1213,68.31,95.91,53.42,3.71,0.09,0.24,1.0,0.0,0.5,1.89,-0.19,2,proficient
STU1214,48.63,41.68,38.25,3.11,0.0,0.0,1.0,0.0,0.5,1.39,0.2,1,developing
STU1215,76.25,65.09,19.24,2.95,0.0,0.59,41.29,0.0,29.14,1.0,-0.15,2,proficient
STU1216,85.44,70.95,0.0,3.31,0.05,0.26,20.0,1.27,25.03,1.0,-0.06,3,advanced
STU1217,41.1,24.67,68.25,3.28,0.25,0.61,44.47,37.87,6.28,3.1,-0.01,1,developing
STU1218,100.0,100.0,18.24,3.54,0.13,0.74,6.42,8.4,0.5,1.92,-0.24,3,advanced
STU1219,36.5,45.63,0.0,2.73,0.04,0.0,1.0,1.95,0.5,1.0,0.29,0,at_risk
STU1220,67.44,46.9,46.72,3.43,0.27,0.25,73.66,0.0,50.17,1.86,0.07,2,proficient
STU1221,26.82,21.93,4.67,2.97,0.23,0.46,1.0,0.0,0.5,1.32,-0.28,0,at_risk
STU1222,84.65,80.85,46.3,2.72,0.26,0.0,81.17,26.33,60.0,2.57,-0.0,2,proficient
STU1223,55.68,51.89,100.0,3.58,0.26,0.0,21.03,5.37,0.5,3.2,-0.15,2,proficient
STU1224,56.23,34.16,36.98,2.79,0.09,0.43,37.49,2.84,25.92,1.91,-0.31,2,proficient
STU1225,61.55,72.77,43.11,3.19,0.19,0.55,64.21,0.0,37.18,2.06,-0.41,2,proficient
STU1226,65.72,51.25,4.02,3.4,0.13,1.04,11.92,34.27,3.27,1.76,0.06,2,proficient
STU1227,70.58,62.06,40.36,2.95,0.0,0.53,33.9,2.15,21.94,1.75,-0.42,2,proficient
STU1228,91.92,84.61,30.92,3.5,0.15,0.74,69.15,21.89,60.0,2.37,-0.09,3,advanced
STU1229,20.57,37.36,9.87,2.84,0.0,0.14,23.11,0.0,27.81,1.0,0.39,0,at_risk
STU1230,36.96,21.35,1.83,3.68,0.05,0.0,41.57,0.0,47.8,1.21,0.06,1,developing
STU1231,72.72,77.01,79.88,3.67,0.2,0.75,1.0,27.6,0.5,3.04,-0.69,2,proficient
STU1232,65.72,46.76,66.11,3.31,0.29,0.0,73.73,56.11,53.64,3.27,0.1,2,proficient
STU1233,38.29,41.06,0.0,3.0,0.0,0.0,51.55,2.68,58.73,1.0,-0.69,1,developing
STU1234,42.79,23.37,10.12,3.4,0.0,0.0,1.0,0.0,0.5,1.0,-0.27,0,at_risk
STU1235,56.92,45.68,78.88,3.3,0.0,0.0,25.29,0.0,0.5,2.15,0.25,2,proficient
STU1236,69.26,50.85,46.9,2.89,0.12,0.0,105.3,0.0,60.0,1.44,-0.19,2,proficient
STU1237,58.77,61.03,67.48,3.25,0.0,0.26,106.12,34.2,60.0,2.69,0.11,2,proficient
STU1238,88.15,71.97,0.0,3.39,0.0,0.0,12.7,40.19,10.83,1.59,-0.37,3,advanced
STU1239,0.0,0.0,62.32,3.02,0.2,0.14,1.0,44.66,0.5,3.17,0.17,0,at_risk
STU1240,0.84,0.0,0.0,3.54,0.09,0.0,8.25,0.0,13.1,1.0,-0.06,0,at_risk
STU1241,45.14,30.03,0.0,2.64,0.25,0.01,36.24,0.0,31.16,1.0,-0.04,1,developing
STU1242,100.0,100.0,28.91,3.58,0.06,1.35,103.74,9.85,60.0,2.49,0.04,3,advanced
STU1243,99.99,57.05,59.58,3.09,0.38,0.99,62.29,49.15,44.77,3.2,0.64,2,proficient
